FIPS Code,State and area,Year,Month,Population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Total,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
28,Mississippi,2019,05,"2,279,535   ","1,276,671   ",56.0   ,"1,208,288   ",53.0   ,"68,383   ",5.4   
29,Missouri,2019,05,"4,807,839   ","3,061,774   ",63.7   ,"2,972,411   ",61.8   ,"89,363   ",2.9   
30,Montana,2019,05,"853,005   ","540,275   ",63.3   ,"521,328   ",61.1   ,"18,947   ",3.5   
31,Nebraska,2019,05,"1,492,290   ","1,046,643   ",70.1   ,"1,015,771   ",68.1   ,"30,872   ",2.9   
32,Nevada,2019,05,"2,402,785   ","1,535,456   ",63.9   ,"1,475,161   ",61.4   ,"60,295   ",3.9   
33,New Hampshire,2019,05,"1,128,455   ","775,193   ",68.7   ,"755,577   ",67.0   ,"19,616   ",2.5   
34,New Jersey,2019,05,"7,344,573   ","4,668,729   ",63.6   ,"4,520,462   ",61.5   ,"148,267   ",3.2   
35,New Mexico,2019,05,"1,643,494   ","962,898   ",58.6   ,"915,298   ",55.7   ,"47,600   ",4.9   
36,New York,2019,05,"16,235,018   ","9,864,463   ",60.8   ,"9,497,238   ",58.5   ,"367,225   ",3.7   
51000,New York city,2019,05,"7,112,360   ","4,300,409   ",60.5   ,"4,134,888   ",58.1   ,"165,521   ",3.8   
37,North Carolina,2019,05,"8,114,250   ","4,989,154   ",61.5   ,"4,801,744   ",59.2   ,"187,410   ",3.8   
38,North Dakota,2019,05,"592,269   ","415,342   ",70.1   ,"406,663   ",68.7   ,"8,679   ",2.1   
39,Ohio,2019,05,"9,292,359   ","5,860,300   ",63.1   ,"5,628,868   ",60.6   ,"231,432   ",3.9   
40,Oklahoma,2019,05,"3,010,834   ","1,838,847   ",61.1   ,"1,783,281   ",59.2   ,"55,566   ",3.0   
41,Oregon,2019,05,"3,396,975   ","2,094,553   ",61.7   ,"2,015,725   ",59.3   ,"78,828   ",3.8   
42,Pennsylvania,2019,05,"10,405,487   ","6,552,905   ",63.0   ,"6,268,443   ",60.2   ,"284,462   ",4.3   
44,Rhode Island,2019,05,"891,095   ","570,111   ",64.0   ,"550,557   ",61.8   ,"19,554   ",3.4   
45,South Carolina,2019,05,"3,994,327   ","2,326,050   ",58.2   ,"2,257,737   ",56.5   ,"68,313   ",2.9   
46,South Dakota,2019,05,"668,568   ","461,261   ",69.0   ,"448,217   ",67.0   ,"13,044   ",2.8   
47,Tennessee,2019,05,"5,388,254   ","3,343,491   ",62.1   ,"3,232,261   ",60.0   ,"111,230   ",3.3   
48,Texas,2019,05,"21,726,130   ","13,827,325   ",63.6   ,"13,353,151   ",61.5   ,"474,174   ",3.4   
49,Utah,2019,05,"2,358,065   ","1,613,711   ",68.4   ,"1,572,035   ",66.7   ,"41,676   ",2.6   
50,Vermont,2019,05,"531,999   ","355,359   ",66.8   ,"347,871   ",65.4   ,"7,488   ",2.1   
51,Virginia,2019,05,"6,711,091   ","4,450,633   ",66.3   ,"4,330,431   ",64.5   ,"120,202   ",2.7   
53,Washington,2019,05,"6,017,852   ","3,922,050   ",65.2   ,"3,751,539   ",62.3   ,"170,511   ",4.3   
54,West Virginia,2019,05,"1,453,066   ","794,581   ",54.7   ,"756,916   ",52.1   ,"37,665   ",4.7   
55,Wisconsin,2019,05,"4,665,454   ","3,122,450   ",66.9   ,"3,023,034   ",64.8   ,"99,416   ",3.2   
56,Wyoming,2019,05,"446,974   ","293,440   ",65.7   ,"283,475   ",63.4   ,"9,965   ",3.4   
01,Alabama,2019,06,"3,933,687   ","2,269,511   ",57.7   ,"2,202,685   ",56.0   ,"66,826   ",2.9   
02,Alaska,2019,06,"544,811   ","353,298   ",64.8   ,"334,000   ",61.3   ,"19,298   ",5.5   
04,Arizona,2019,06,"5,530,350   ","3,429,122   ",62.0   ,"3,264,545   ",59.0   ,"164,577   ",4.8   
05,Arkansas,2019,06,"2,329,422   ","1,363,502   ",58.5   ,"1,317,463   ",56.6   ,"46,039   ",3.4   
06,California,2019,06,"31,048,572   ","19,383,861   ",62.4   ,"18,601,627   ",59.9   ,"782,234   ",4.0   
037,Los Angeles County,2019,06,"8,070,116   ","5,142,007   ",63.7   ,"4,918,502   ",60.9   ,"223,505   ",4.3   
08,Colorado,2019,06,"4,516,637   ","3,100,170   ",68.6   ,"3,022,172   ",66.9   ,"77,998   ",2.5   
09,Connecticut,2019,06,"2,912,199   ","1,948,897   ",66.9   ,"1,881,282   ",64.6   ,"67,615   ",3.5   
10,Delaware,2019,06,"782,050   ","485,753   ",62.1   ,"467,750   ",59.8   ,"18,003   ",3.7   
11,District of Columbia,2019,06,"562,932   ","400,750   ",71.2   ,"379,622   ",67.4   ,"21,128   ",5.3   
12,Florida,2019,06,"17,257,828   ","10,257,501   ",59.4   ,"9,922,572   ",57.5   ,"334,929   ",3.3   
13,Georgia,2019,06,"8,198,703   ","5,148,892   ",62.8   ,"4,964,778   ",60.6   ,"184,114   ",3.6   
15,Hawaii,2019,06,"1,124,023   ","685,149   ",61.0   ,"667,023   ",59.3   ,"18,126   ",2.6   
16,Idaho,2019,06,"1,379,538   ","888,376   ",64.4   ,"862,471   ",62.5   ,"25,905   ",2.9   
17,Illinois,2019,06,"10,124,884   ","6,574,663   ",64.9   ,"6,321,983   ",62.4   ,"252,680   ",3.8   
18,Indiana,2019,06,"5,256,736   ","3,384,943   ",64.4   ,"3,277,535   ",62.3   ,"107,408   ",3.2   
19,Iowa,2019,06,"2,486,696   ","1,752,230   ",70.5   ,"1,707,129   ",68.7   ,"45,101   ",2.6   
20,Kansas,2019,06,"2,239,675   ","1,496,517   ",66.8   ,"1,450,332   ",64.8   ,"46,185   ",3.1   
21,Kentucky,2019,06,"3,513,678   ","2,070,361   ",58.9   ,"1,985,921   ",56.5   ,"84,440   ",4.1   
22,Louisiana,2019,06,"3,584,166   ","2,103,166   ",58.7   ,"2,011,979   ",56.1   ,"91,187   ",4.3   
23,Maine,2019,06,"1,119,234   ","700,654   ",62.6   ,"682,429   ",61.0   ,"18,225   ",2.6   
24,Maryland,2019,06,"4,844,464   ","3,320,467   ",68.5   ,"3,212,917   ",66.3   ,"107,550   ",3.2   
25,Massachusetts,2019,06,"5,723,449   ","3,837,314   ",67.0   ,"3,721,038   ",65.0   ,"116,276   ",3.0   
26,Michigan,2019,06,"8,047,625   ","4,975,206   ",61.8   ,"4,768,486   ",59.3   ,"206,720   ",4.2   
27,Minnesota,2019,06,"4,451,440   ","3,125,700   ",70.2   ,"3,023,018   ",67.9   ,"102,682   ",3.3   
28,Mississippi,2019,06,"2,279,700   ","1,279,080   ",56.1   ,"1,209,458   ",53.1   ,"69,622   ",5.4   
29,Missouri,2019,06,"4,809,888   ","3,064,416   ",63.7   ,"2,975,778   ",61.9   ,"88,638   ",2.9   
30,Montana,2019,06,"853,815   ","541,555   ",63.4   ,"522,417   ",61.2   ,"19,138   ",3.5   
31,Nebraska,2019,06,"1,493,231   ","1,048,085   ",70.2   ,"1,016,777   ",68.1   ,"31,308   ",3.0   
32,Nevada,2019,06,"2,407,256   ","1,536,954   ",63.8   ,"1,479,463   ",61.5   ,"57,491   ",3.7   
33,New Hampshire,2019,06,"1,129,296   ","776,161   ",68.7   ,"756,305   ",67.0   ,"19,856   ",2.6   
34,New Jersey,2019,06,"7,348,128   ","4,682,868   ",63.7   ,"4,532,262   ",61.7   ,"150,606   ",3.2   
35,New Mexico,2019,06,"1,644,488   ","963,094   ",58.6   ,"916,379   ",55.7   ,"46,715   ",4.9   
36,New York,2019,06,"16,237,235   ","9,870,657   ",60.8   ,"9,501,494   ",58.5   ,"369,163   ",3.7   
51000,New York city,2019,06,"7,112,776   ","4,300,994   ",60.5   ,"4,137,999   ",58.2   ,"162,995   ",3.8   
37,North Carolina,2019,06,"8,122,495   ","4,996,347   ",61.5   ,"4,806,146   ",59.2   ,"190,201   ",3.8   
38,North Dakota,2019,06,"592,573   ","414,977   ",70.0   ,"406,516   ",68.6   ,"8,461   ",2.0   
39,Ohio,2019,06,"9,295,470   ","5,869,614   ",63.1   ,"5,634,675   ",60.6   ,"234,939   ",4.0   
40,Oklahoma,2019,06,"3,012,458   ","1,840,293   ",61.1   ,"1,784,180   ",59.2   ,"56,113   ",3.0   
41,Oregon,2019,06,"3,400,143   ","2,094,855   ",61.6   ,"2,016,713   ",59.3   ,"78,142   ",3.7   
42,Pennsylvania,2019,06,"10,407,703   ","6,554,339   ",63.0   ,"6,269,524   ",60.2   ,"284,815   ",4.3   
44,Rhode Island,2019,06,"891,449   ","571,391   ",64.1   ,"551,537   ",61.9   ,"19,854   ",3.5   
45,South Carolina,2019,06,"3,998,982   ","2,325,118   ",58.1   ,"2,260,740   ",56.5   ,"64,378   ",2.8   
46,South Dakota,2019,06,"669,161   ","461,773   ",69.0   ,"448,667   ",67.0   ,"13,106   ",2.8   
47,Tennessee,2019,06,"5,392,949   ","3,346,256   ",62.0   ,"3,236,155   ",60.0   ,"110,101   ",3.3   
48,Texas,2019,06,"21,754,681   ","13,856,445   ",63.7   ,"13,379,740   ",61.5   ,"476,705   ",3.4   
49,Utah,2019,06,"2,362,646   ","1,617,211   ",68.4   ,"1,575,839   ",66.7   ,"41,372   ",2.6   
50,Vermont,2019,06,"532,217   ","355,287   ",66.8   ,"347,583   ",65.3   ,"7,704   ",2.2   
51,Virginia,2019,06,"6,715,591   ","4,451,439   ",66.3   ,"4,335,880   ",64.6   ,"115,559   ",2.6   
53,Washington,2019,06,"6,025,244   ","3,929,697   ",65.2   ,"3,762,081   ",62.4   ,"167,616   ",4.3   
54,West Virginia,2019,06,"1,452,657   ","795,842   ",54.8   ,"757,894   ",52.2   ,"37,948   ",4.8   
55,Wisconsin,2019,06,"4,667,966   ","3,123,670   ",66.9   ,"3,022,246   ",64.7   ,"101,424   ",3.2   
56,Wyoming,2019,06,"447,173   ","294,059   ",65.8   ,"283,716   ",63.4   ,"10,343   ",3.5   
01,Alabama,2019,07,"3,935,925   ","2,270,281   ",57.7   ,"2,204,772   ",56.0   ,"65,509   ",2.9   
02,Alaska,2019,07,"544,782   ","353,465   ",64.9   ,"334,072   ",61.3   ,"19,393   ",5.5   
04,Arizona,2019,07,"5,539,136   ","3,438,010   ",62.1   ,"3,271,994   ",59.1   ,"166,016   ",4.8   
05,Arkansas,2019,07,"2,330,351   ","1,364,006   ",58.5   ,"1,317,280   ",56.5   ,"46,726   ",3.4   
06,California,2019,07,"31,056,372   ","19,400,003   ",62.5   ,"18,615,002   ",59.9   ,"785,001   ",4.0   
037,Los Angeles County,2019,07,"8,068,815   ","5,151,059   ",63.8   ,"4,926,492   ",61.1   ,"224,567   ",4.4   
08,Colorado,2019,07,"4,522,526   ","3,103,416   ",68.6   ,"3,025,390   ",66.9   ,"78,026   ",2.5   
09,Connecticut,2019,07,"2,912,497   ","1,951,186   ",67.0   ,"1,883,233   ",64.7   ,"67,953   ",3.5   
10,Delaware,2019,07,"782,884   ","485,817   ",62.1   ,"467,528   ",59.7   ,"18,289   ",3.8   
11,District of Columbia,2019,07,"563,055   ","400,599   ",71.1   ,"379,971   ",67.5   ,"20,628   ",5.1   
12,Florida,2019,07,"17,275,460   ","10,280,729   ",59.5   ,"9,948,509   ",57.6   ,"332,220   ",3.2   
13,Georgia,2019,07,"8,208,204   ","5,156,172   ",62.8   ,"4,972,757   ",60.6   ,"183,415   ",3.6   
15,Hawaii,2019,07,"1,124,033   ","684,632   ",60.9   ,"667,894   ",59.4   ,"16,738   ",2.4   
16,Idaho,2019,07,"1,382,608   ","891,194   ",64.5   ,"864,721   ",62.5   ,"26,473   ",3.0   
17,Illinois,2019,07,"10,124,747   ","6,566,348   ",64.9   ,"6,318,411   ",62.4   ,"247,937   ",3.8   
18,Indiana,2019,07,"5,260,092   ","3,386,745   ",64.4   ,"3,278,223   ",62.3   ,"108,522   ",3.2   
19,Iowa,2019,07,"2,488,043   ","1,755,135   ",70.5   ,"1,708,734   ",68.7   ,"46,401   ",2.6   
20,Kansas,2019,07,"2,240,381   ","1,498,372   ",66.9   ,"1,451,784   ",64.8   ,"46,588   ",3.1   
21,Kentucky,2019,07,"3,515,057   ","2,073,616   ",59.0   ,"1,988,940   ",56.6   ,"84,676   ",4.1   
22,Louisiana,2019,07,"3,584,412   ","2,102,674   ",58.7   ,"2,009,816   ",56.1   ,"92,858   ",4.4   
23,Maine,2019,07,"1,119,929   ","701,802   ",62.7   ,"683,119   ",61.0   ,"18,683   ",2.7   
24,Maryland,2019,07,"4,846,553   ","3,330,576   ",68.7   ,"3,217,531   ",66.4   ,"113,045   ",3.4   
25,Massachusetts,2019,07,"5,726,374   ","3,836,232   ",67.0   ,"3,720,222   ",65.0   ,"116,010   ",3.0   
26,Michigan,2019,07,"8,049,743   ","4,975,972   ",61.8   ,"4,767,901   ",59.2   ,"208,071   ",4.2   
27,Minnesota,2019,07,"4,454,727   ","3,131,553   ",70.3   ,"3,026,657   ",67.9   ,"104,896   ",3.3   
28,Mississippi,2019,07,"2,279,905   ","1,280,746   ",56.2   ,"1,209,655   ",53.1   ,"71,091   ",5.6   
29,Missouri,2019,07,"4,812,034   ","3,068,974   ",63.8   ,"2,978,918   ",61.9   ,"90,056   ",2.9   
30,Montana,2019,07,"854,612   ","542,856   ",63.5   ,"523,462   ",61.3   ,"19,394   ",3.6   
31,Nebraska,2019,07,"1,494,151   ","1,049,723   ",70.3   ,"1,017,661   ",68.1   ,"32,062   ",3.1   
32,Nevada,2019,07,"2,411,708   ","1,539,584   ",63.8   ,"1,483,347   ",61.5   ,"56,237   ",3.7   
33,New Hampshire,2019,07,"1,130,139   ","777,182   ",68.8   ,"756,955   ",67.0   ,"20,227   ",2.6   
34,New Jersey,2019,07,"7,351,695   ","4,696,685   ",63.9   ,"4,541,439   ",61.8   ,"155,246   ",3.3   
35,New Mexico,2019,07,"1,645,429   ","963,191   ",58.5   ,"917,170   ",55.7   ,"46,021   ",4.8   
36,New York,2019,07,"16,239,668   ","9,877,987   ",60.8   ,"9,503,811   ",58.5   ,"374,176   ",3.8   
51000,New York city,2019,07,"7,113,257   ","4,300,652   ",60.5   ,"4,138,873   ",58.2   ,"161,779   ",3.8   
37,North Carolina,2019,07,"8,130,882   ","5,004,337   ",61.5   ,"4,810,332   ",59.2   ,"194,005   ",3.9   
38,North Dakota,2019,07,"592,864   ","414,727   ",70.0   ,"406,334   ",68.5   ,"8,393   ",2.0   
39,Ohio,2019,07,"9,298,730   ","5,877,713   ",63.2   ,"5,636,741   ",60.6   ,"240,972   ",4.1   
40,Oklahoma,2019,07,"3,014,120   ","1,841,696   ",61.1   ,"1,784,378   ",59.2   ,"57,318   ",3.1   
41,Oregon,2019,07,"3,403,331   ","2,095,416   ",61.6   ,"2,017,786   ",59.3   ,"77,630   ",3.7   
42,Pennsylvania,2019,07,"10,410,068   ","6,557,583   ",63.0   ,"6,269,713   ",60.2   ,"287,870   ",4.4   
44,Rhode Island,2019,07,"891,833   ","572,914   ",64.2   ,"552,569   ",62.0   ,"20,345   ",3.6   
45,South Carolina,2019,07,"4,003,679   ","2,322,974   ",58.0   ,"2,262,293   ",56.5   ,"60,681   ",2.6   
46,South Dakota,2019,07,"669,757   ","462,183   ",69.0   ,"448,994   ",67.0   ,"13,189   ",2.9   
47,Tennessee,2019,07,"5,397,746   ","3,346,647   ",62.0   ,"3,236,704   ",60.0   ,"109,943   ",3.3   
48,Texas,2019,07,"21,783,425   ","13,887,034   ",63.8   ,"13,402,466   ",61.5   ,"484,568   ",3.5   
49,Utah,2019,07,"2,367,241   ","1,620,427   ",68.5   ,"1,579,297   ",66.7   ,"41,130   ",2.5   
50,Vermont,2019,07,"532,451   ","355,359   ",66.7   ,"347,258   ",65.2   ,"8,101   ",2.3   
51,Virginia,2019,07,"6,720,136   ","4,452,963   ",66.3   ,"4,339,329   ",64.6   ,"113,634   ",2.6   
53,Washington,2019,07,"6,032,722   ","3,937,815   ",65.3   ,"3,771,747   ",62.5   ,"166,068   ",4.2   
54,West Virginia,2019,07,"1,452,296   ","797,220   ",54.9   ,"758,546   ",52.2   ,"38,674   ",4.9   
55,Wisconsin,2019,07,"4,670,599   ","3,124,057   ",66.9   ,"3,021,182   ",64.7   ,"102,875   ",3.3   
56,Wyoming,2019,07,"447,355   ","294,676   ",65.9   ,"283,835   ",63.4   ,"10,841   ",3.7   
01,Alabama,2019,08,"3,938,622   ","2,271,806   ",57.7   ,"2,206,223   ",56.0   ,"65,583   ",2.9   
02,Alaska,2019,08,"544,796   ","353,418   ",64.9   ,"334,011   ",61.3   ,"19,407   ",5.5   
04,Arizona,2019,08,"5,549,920   ","3,446,052   ",62.1   ,"3,278,754   ",59.1   ,"167,298   ",4.9   
05,Arkansas,2019,08,"2,331,755   ","1,365,145   ",58.5   ,"1,317,678   ",56.5   ,"47,467   ",3.5   
06,California,2019,08,"31,065,534   ","19,417,606   ",62.5   ,"18,628,076   ",60.0   ,"789,530   ",4.1   
037,Los Angeles County,2019,08,"8,066,199   ","5,160,368   ",64.0   ,"4,934,556   ",61.2   ,"225,812   ",4.4   
08,Colorado,2019,08,"4,528,179   ","3,106,235   ",68.6   ,"3,027,998   ",66.9   ,"78,237   ",2.5   
09,Connecticut,2019,08,"2,913,303   ","1,953,344   ",67.0   ,"1,884,967   ",64.7   ,"68,377   ",3.5   
10,Delaware,2019,08,"783,900   ","485,664   ",62.0   ,"467,154   ",59.6   ,"18,510   ",3.8   
11,District of Columbia,2019,08,"563,264   ","400,446   ",71.1   ,"380,188   ",67.5   ,"20,258   ",5.1   
12,Florida,2019,08,"17,297,522   ","10,299,370   ",59.5   ,"9,971,189   ",57.6   ,"328,181   ",3.2   
13,Georgia,2019,08,"8,217,317   ","5,162,527   ",62.8   ,"4,980,050   ",60.6   ,"182,477   ",3.5   
15,Hawaii,2019,08,"1,124,182   ","683,925   ",60.8   ,"668,718   ",59.5   ,"15,207   ",2.2   
16,Idaho,2019,08,"1,386,009   ","893,779   ",64.5   ,"866,785   ",62.5   ,"26,994   ",3.0   
17,Illinois,2019,08,"10,124,669   ","6,557,785   ",64.8   ,"6,312,165   ",62.3   ,"245,620   ",3.7   
18,Indiana,2019,08,"5,263,618   ","3,390,517   ",64.4   ,"3,280,293   ",62.3   ,"110,224   ",3.3   
19,Iowa,2019,08,"2,489,313   ","1,757,098   ",70.6   ,"1,709,540   ",68.7   ,"47,558   ",2.7   
20,Kansas,2019,08,"2,241,511   ","1,500,051   ",66.9   ,"1,453,101   ",64.8   ,"46,950   ",3.1   
21,Kentucky,2019,08,"3,516,657   ","2,076,407   ",59.0   ,"1,991,685   ",56.6   ,"84,722   ",4.1   
22,Louisiana,2019,08,"3,584,749   ","2,103,911   ",58.7   ,"2,008,124   ",56.0   ,"95,787   ",4.6   
23,Maine,2019,08,"1,120,729   ","702,886   ",62.7   ,"683,607   ",61.0   ,"19,279   ",2.7   
24,Maryland,2019,08,"4,848,807   ","3,339,997   ",68.9   ,"3,221,500   ",66.4   ,"118,497   ",3.5   
25,Massachusetts,2019,08,"5,729,205   ","3,833,830   ",66.9   ,"3,717,967   ",64.9   ,"115,863   ",3.0   
26,Michigan,2019,08,"8,052,130   ","4,975,210   ",61.8   ,"4,767,057   ",59.2   ,"208,153   ",4.2   
27,Minnesota,2019,08,"4,457,757   ","3,136,938   ",70.4   ,"3,028,991   ",67.9   ,"107,947   ",3.4   
28,Mississippi,2019,08,"2,280,206   ","1,281,662   ",56.2   ,"1,209,551   ",53.0   ,"72,111   ",5.6   
29,Missouri,2019,08,"4,814,646   ","3,075,116   ",63.9   ,"2,981,856   ",61.9   ,"93,260   ",3.0   
30,Montana,2019,08,"855,641   ","544,026   ",63.6   ,"524,390   ",61.3   ,"19,636   ",3.6   
31,Nebraska,2019,08,"1,495,187   ","1,051,322   ",70.3   ,"1,018,479   ",68.1   ,"32,843   ",3.1   
32,Nevada,2019,08,"2,415,911   ","1,543,567   ",63.9   ,"1,486,905   ",61.5   ,"56,662   ",3.7   
33,New Hampshire,2019,08,"1,131,082   ","778,143   ",68.8   ,"757,548   ",67.0   ,"20,595   ",2.6   
34,New Jersey,2019,08,"7,355,953   ","4,708,870   ",64.0   ,"4,548,271   ",61.8   ,"160,599   ",3.4   
35,New Mexico,2019,08,"1,646,773   ","963,480   ",58.5   ,"917,845   ",55.7   ,"45,635   ",4.7   
36,New York,2019,08,"16,241,214   ","9,885,501   ",60.9   ,"9,505,846   ",58.5   ,"379,655   ",3.8   
51000,New York city,2019,08,"7,111,339   ","4,299,406   ",60.5   ,"4,138,550   ",58.2   ,"160,856   ",3.7   
37,North Carolina,2019,08,"8,140,094   ","5,012,227   ",61.6   ,"4,815,228   ",59.2   ,"196,999   ",3.9   
38,North Dakota,2019,08,"593,157   ","414,660   ",69.9   ,"406,214   ",68.5   ,"8,446   ",2.0   
39,Ohio,2019,08,"9,302,156   ","5,883,368   ",63.2   ,"5,636,161   ",60.6   ,"247,207   ",4.2   
40,Oklahoma,2019,08,"3,016,380   ","1,842,990   ",61.1   ,"1,784,504   ",59.2   ,"58,486   ",3.2   
41,Oregon,2019,08,"3,406,538   ","2,095,630   ",61.5   ,"2,018,865   ",59.3   ,"76,765   ",3.7   
42,Pennsylvania,2019,08,"10,413,671   ","6,562,404   ",63.0   ,"6,269,550   ",60.2   ,"292,854   ",4.5   
44,Rhode Island,2019,08,"892,328   ","574,351   ",64.4   ,"553,569   ",62.0   ,"20,782   ",3.6   
45,South Carolina,2019,08,"4,009,083   ","2,320,621   ",57.9   ,"2,262,647   ",56.4   ,"57,974   ",2.5   
46,South Dakota,2019,08,"670,321   ","462,560   ",69.0   ,"449,325   ",67.0   ,"13,235   ",2.9   
47,Tennessee,2019,08,"5,403,683   ","3,346,068   ",61.9   ,"3,235,116   ",59.9   ,"110,952   ",3.3   
48,Texas,2019,08,"21,816,199   ","13,914,676   ",63.8   ,"13,421,600   ",61.5   ,"493,076   ",3.5   
49,Utah,2019,08,"2,371,844   ","1,623,387   ",68.4   ,"1,582,493   ",66.7   ,"40,894   ",2.5   
50,Vermont,2019,08,"532,741   ","355,624   ",66.8   ,"347,026   ",65.1   ,"8,598   ",2.4   
51,Virginia,2019,08,"6,724,958   ","4,456,631   ",66.3   ,"4,342,107   ",64.6   ,"114,524   ",2.6   
53,Washington,2019,08,"6,040,434   ","3,946,568   ",65.3   ,"3,780,993   ",62.6   ,"165,575   ",4.2   
54,West Virginia,2019,08,"1,452,082   ","798,390   ",55.0   ,"758,875   ",52.3   ,"39,515   ",4.9   
55,Wisconsin,2019,08,"4,673,489   ","3,123,466   ",66.8   ,"3,019,981   ",64.6   ,"103,485   ",3.3   
56,Wyoming,2019,08,"447,659   ","295,201   ",65.9   ,"283,863   ",63.4   ,"11,338   ",3.8   
01,Alabama,2019,09,"3,941,513   ","2,273,771   ",57.7   ,"2,207,294   ",56.0   ,"66,477   ",2.9   
02,Alaska,2019,09,"544,827   ","353,184   ",64.8   ,"334,025   ",61.3   ,"19,159   ",5.4   
04,Arizona,2019,09,"5,560,987   ","3,453,772   ",62.1   ,"3,286,299   ",59.1   ,"167,473   ",4.8   
05,Arkansas,2019,09,"2,333,257   ","1,366,734   ",58.6   ,"1,318,945   ",56.5   ,"47,789   ",3.5   
06,California,2019,09,"31,076,349   ","19,440,418   ",62.6   ,"18,649,671   ",60.0   ,"790,747   ",4.1   
037,Los Angeles County,2019,09,"8,063,635   ","5,171,392   ",64.1   ,"4,945,220   ",61.3   ,"226,172   ",4.4   
08,Colorado,2019,09,"4,534,053   ","3,109,722   ",68.6   ,"3,031,501   ",66.9   ,"78,221   ",2.5   
09,Connecticut,2019,09,"2,914,238   ","1,955,509   ",67.1   ,"1,887,112   ",64.8   ,"68,397   ",3.5   
10,Delaware,2019,09,"784,987   ","485,367   ",61.8   ,"466,833   ",59.5   ,"18,534   ",3.8   
11,District of Columbia,2019,09,"563,489   ","400,747   ",71.1   ,"380,795   ",67.6   ,"19,952   ",5.0   
12,Florida,2019,09,"17,320,474   ","10,315,348   ",59.6   ,"9,994,122   ",57.7   ,"321,226   ",3.1   
13,Georgia,2019,09,"8,226,839   ","5,169,114   ",62.8   ,"4,988,580   ",60.6   ,"180,534   ",3.5   
15,Hawaii,2019,09,"1,124,406   ","683,497   ",60.8   ,"669,649   ",59.6   ,"13,848   ",2.0   
16,Idaho,2019,09,"1,389,506   ","896,149   ",64.5   ,"868,987   ",62.5   ,"27,162   ",3.0   
17,Illinois,2019,09,"10,125,097   ","6,549,457   ",64.7   ,"6,306,669   ",62.3   ,"242,788   ",3.7   
18,Indiana,2019,09,"5,267,359   ","3,395,468   ",64.5   ,"3,284,192   ",62.3   ,"111,276   ",3.3   
19,Iowa,2019,09,"2,490,670   ","1,758,313   ",70.6   ,"1,710,291   ",68.7   ,"48,022   ",2.7   
20,Kansas,2019,09,"2,242,765   ","1,501,585   ",67.0   ,"1,454,675   ",64.9   ,"46,910   ",3.1   
21,Kentucky,2019,09,"3,518,418   ","2,078,633   ",59.1   ,"1,994,444   ",56.7   ,"84,189   ",4.1   
22,Louisiana,2019,09,"3,585,353   ","2,106,812   ",58.8   ,"2,008,088   ",56.0   ,"98,724   ",4.7   
23,Maine,2019,09,"1,121,582   ","703,797   ",62.8   ,"683,997   ",61.0   ,"19,800   ",2.8   
24,Maryland,2019,09,"4,851,287   ","3,348,286   ",69.0   ,"3,226,265   ",66.5   ,"122,021   ",3.6   
25,Massachusetts,2019,09,"5,732,271   ","3,831,205   ",66.8   ,"3,715,973   ",64.8   ,"115,232   ",3.0   
26,Michigan,2019,09,"8,054,875   ","4,973,743   ",61.7   ,"4,768,528   ",59.2   ,"205,215   ",4.1   
27,Minnesota,2019,09,"4,461,032   ","3,142,213   ",70.4   ,"3,031,864   ",68.0   ,"110,349   ",3.5   
28,Mississippi,2019,09,"2,280,607   ","1,281,321   ",56.2   ,"1,209,352   ",53.0   ,"71,969   ",5.6   
29,Missouri,2019,09,"4,817,444   ","3,082,034   ",64.0   ,"2,985,197   ",62.0   ,"96,837   ",3.1   
30,Montana,2019,09,"856,768   ","545,174   ",63.6   ,"525,412   ",61.3   ,"19,762   ",3.6   
31,Nebraska,2019,09,"1,496,322   ","1,052,850   ",70.4   ,"1,019,585   ",68.1   ,"33,265   ",3.2   
32,Nevada,2019,09,"2,420,187   ","1,548,847   ",64.0   ,"1,490,624   ",61.6   ,"58,223   ",3.8   
33,New Hampshire,2019,09,"1,132,089   ","778,995   ",68.8   ,"758,222   ",67.0   ,"20,773   ",2.7   
34,New Jersey,2019,09,"7,360,512   ","4,719,285   ",64.1   ,"4,554,604   ",61.9   ,"164,681   ",3.5   
35,New Mexico,2019,09,"1,648,226   ","964,356   ",58.5   ,"918,805   ",55.7   ,"45,551   ",4.7   
36,New York,2019,09,"16,243,511   ","9,895,889   ",60.9   ,"9,513,713   ",58.6   ,"382,176   ",3.9   
51000,New York city,2019,09,"7,109,410   ","4,299,443   ",60.5   ,"4,140,382   ",58.2   ,"159,061   ",3.7   
